Text	Coref	Values
Một du khách Ireland bị đòi 200 euro. Khi người này nói rằng không có tiền, những kẻ lừa đảo đã ép anh đến máy rút tiền gần đó. Vị khách đành trả 200 euro nhưng bị đòi thêm 50 euro.	(('anh', 99, 101), ('máy', 107, 109))	False
Một du khách Ireland bị đòi 200 euro. Khi người này nói rằng không có tiền, những kẻ lừa đảo đã ép anh đến máy rút tiền gần đó. Vị khách đành trả 200 euro nhưng bị đòi thêm 50 euro.	(('anh', 99, 101), ('Vị khách', 128, 135))	True
Một du khách Ireland bị đòi 200 euro. Khi người này nói rằng không có tiền, những kẻ lừa đảo đã ép anh đến máy rút tiền gần đó. Vị khách đành trả 200 euro nhưng bị đòi thêm 50 euro.	(('máy', 107, 109), ('Vị khách', 128, 135))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Hoàng Phụng Hiếu', 0, 15), ('hành trình', 32, 41))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Hoàng Phụng Hiếu', 0, 15), ('anh', 48, 50))	True
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Hoàng Phụng Hiếu', 0, 15), ('đời', 75, 77))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Hoàng Phụng Hiếu', 0, 15), ('Nam Cực', 84, 90))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Hoàng Phụng Hiếu', 0, 15), ('cảm xúc', 102, 108))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('hành trình', 32, 41), ('anh', 48, 50))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('hành trình', 32, 41), ('đời', 75, 77))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('hành trình', 32, 41), ('Nam Cực', 84, 90))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('hành trình', 32, 41), ('cảm xúc', 102, 108))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('anh', 48, 50), ('đời', 75, 77))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('anh', 48, 50), ('Nam Cực', 84, 90))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('anh', 48, 50), ('cảm xúc', 102, 108))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('đời', 75, 77), ('Nam Cực', 84, 90))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('đời', 75, 77), ('cảm xúc', 102, 108))	False
"Hoàng Phụng Hiếu vừa hoàn thành hành trình được anh gọi là ""khó quên trong đời"" tới Nam Cực với nhiều cảm xúc."	(('Nam Cực', 84, 90), ('cảm xúc', 102, 108))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('người', 11, 15))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('anh Hiếu', 24, 31))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('người bạn', 44, 52))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('Lê Sỹ Hào và Vũ Văn', 57, 75))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('Việt Nam ngày', 97, 109))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('Họ', 138, 139))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Nhóm', 0, 3), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('anh Hiếu', 24, 31))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('người bạn', 44, 52))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('Lê Sỹ Hào và Vũ Văn', 57, 75))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('Việt Nam ngày', 97, 109))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('Họ', 138, 139))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người', 11, 15), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('người bạn', 44, 52))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('Lê Sỹ Hào và Vũ Văn', 57, 75))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('Việt Nam ngày', 97, 109))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('Họ', 138, 139))	True
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('anh Hiếu', 24, 31), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('Lê Sỹ Hào và Vũ Văn', 57, 75))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('Việt Nam ngày', 97, 109))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('Họ', 138, 139))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('người bạn', 44, 52), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('Việt Nam ngày', 97, 109))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('Họ', 138, 139))	True
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Lê Sỹ Hào và Vũ Văn', 57, 75), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Việt Nam ngày', 97, 109), ('Họ', 138, 139))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Việt Nam ngày', 97, 109), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Việt Nam ngày', 97, 109), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Việt Nam ngày', 97, 109), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Việt Nam ngày', 97, 109), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Họ', 138, 139), ('Chile', 150, 154))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Họ', 138, 139), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Họ', 138, 139), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Họ', 138, 139), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Chile', 150, 154), ('thành phố Stanley', 170, 186))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Chile', 150, 154), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('Chile', 150, 154), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('thành phố Stanley', 170, 186), ('thủ phủ quần đảo Falkland', 189, 213))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('thành phố Stanley', 170, 186), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Nhóm có ba người, ngoài anh Hiếu còn có hai người bạn là Lê Sỹ Hào và Vũ Văn Chính, khởi hành từ Việt Nam ngày 20/10 và trở về vào 11/11. Họ bay sang Chile, rồi đến tiếp thành phố Stanley, thủ phủ quần đảo Falkland ( lãnh thổ hải ngoại thuộc Anh ).	(('thủ phủ quần đảo Falkland', 189, 213), ('lãnh thổ hải ngoại thuộc Anh )', 217, 246))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('sinh viên Đại học Quốc tế', 12, 36))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('Đại học quốc gia', 42, 57))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('ngày', 84, 87))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('Hà Giang cuối tháng', 93, 111))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('bộ ảnh', 124, 129))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('Minh Thiên', 0, 9), ('khu chợ này', 135, 145))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('sinh viên Đại học Quốc tế', 12, 36), ('Đại học quốc gia', 42, 57))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('sinh viên Đại học Quốc tế', 12, 36), ('ngày', 84, 87))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('sinh viên Đại học Quốc tế', 12, 36), ('Hà Giang cuối tháng', 93, 111))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('sinh viên Đại học Quốc tế', 12, 36), ('bộ ảnh', 124, 129))	False
Minh Thiên, sinh viên Đại học Quốc tế  -  Đại học quốc gia TP HCM, có chuyến đi dài ngày đến Hà Giang cuối tháng 11 và chụp bộ ảnh các khu chợ này.	(('sinh viên Đại học Quốc tế', 12, 36), ('khu chợ này', 135, 145))	False
